Date,Price,Open,High,Low,,
4/27/2022,86.36,86.445,86.565,86.405,,
4/26/2022,86.36,86.195,86.545,86.155,,
4/25/2022,86.11,86.225,86.32,86.18,,
4/22/2022,86.02,86.43,86.45,86.385,,
4/21/2022,86.2,86.195,86.225,86.195,,
4/20/2022,86.2,86.195,86.225,86.195,,
4/19/2022,86.11,86.195,86.315,86.155,,
4/18/2022,86.03,86.225,86.315,86.115,,
4/14/2022,85.94,86.465,86.47,86.425,,
4/13/2022,86.11,86.195,86.39,86.155,,
4/12/2022,85.93,86.225,86.325,86.065,,
4/11/2022,85.94,86.225,86.325,86.095,,
4/8/2022,86.02,86.55,86.555,86.55,,
4/7/2022,86.11,86.225,86.325,86.13,,
4/6/2022,86.01,86.195,86.315,86.105,,
4/5/2022,86.1,86.225,86.32,86.115,,
4/4/2022,86.03,86.225,86.62,86.115,,
4/1/2022,86.11,86.275,86.575,86.275,,
3/31/2022,86.2,86.195,86.225,86.195,,
3/30/2022,86.2,86.195,86.225,86.195,,
3/29/2022,86.2,86.225,86.225,86.195,,
3/28/2022,86.11,86.195,86.32,86.155,,
3/25/2022,86.02,86.275,86.485,86.23,,
3/24/2022,86.11,86.195,86.32,86.025,,
3/23/2022,86.19,86.225,86.225,85.975,,
3/22/2022,86.2,85.975,86.225,85.975,,
3/21/2022,86,85.975,86.025,85.975,,
3/17/2022,85.91,86.27,86.27,86.27,,
3/16/2022,86,85.975,86.025,85.975,,
3/15/2022,85.86,85.975,86.12,85.93,,
3/14/2022,85.91,85.975,86.12,85.955,,
3/11/2022,85.82,86.06,86.225,86.015,,
3/10/2022,85.91,85.975,86.105,85.955,,
3/9/2022,85.91,85.975,86.03,85.93,,
3/8/2022,85.86,85.975,86.005,85.93,,
3/7/2022,85.95,86.025,86.025,85.975,,
3/4/2022,85.74,86.145,86.21,86.06,,
3/3/2022,85.91,85.975,86.19,85.955,,
3/2/2022,85.78,85.795,86.095,85.79,,
3/1/2022,85.7,85.975,86.02,85.75,,
2/28/2022,85.77,85.975,86.085,85.885,,
2/24/2022,85.95,85.975,85.975,85.975,,
2/23/2022,85.86,85.975,86.14,85.93,,
2/22/2022,85.78,85.975,86.08,85.89,,
2/18/2022,85.77,86.11,86.11,86.11,,
2/17/2022,85.86,85.975,86.14,85.93,,
2/16/2022,85.86,85.975,85.98,85.93,,
2/15/2022,85.76,85.975,85.99,85.88,,
2/14/2022,85.8,85.975,86.44,85.885,,
2/11/2022,85.77,85.935,86.395,85.89,,
2/10/2022,85.95,85.975,85.975,85.975,,
2/9/2022,85.86,85.975,85.99,85.9,,
2/8/2022,85.8,85.975,85.99,85.9,,
2/7/2022,85.79,85.975,86.105,85.85,,
2/4/2022,85.7,85.98,85.98,85.98,,
2/3/2022,85.79,85.975,85.99,85.895,,
2/2/2022,85.8,85.975,86,85.9,,
2/1/2022,85.95,85.975,85.975,85.975,,
1/31/2022,85.8,85.975,86,85.9,,
1/27/2022,85.86,85.975,85.98,85.93,,
1/26/2022,85.86,85.975,85.985,85.93,,
1/25/2022,85.86,85.975,85.995,85.93,,
1/24/2022,85.8,85.975,86,85.9,,
1/20/2022,85.86,85.975,85.985,85.93,,
1/19/2022,85.86,85.975,85.98,85.93,,
1/18/2022,85.74,85.975,85.99,85.87,,
1/17/2022,85.95,85.975,85.975,85.975,,
1/13/2022,85.81,85.975,85.985,85.905,,
1/12/2022,85.86,85.975,85.985,85.9,,
1/11/2022,85.8,85.975,85.985,85.9,,
1/10/2022,85.8,85.975,85.99,85.845,,
1/7/2022,85.69,85.935,85.945,85.85,,
1/6/2022,85.86,85.775,85.98,85.775,,
1/5/2022,85.57,85.795,85.81,85.685,,
1/4/2022,85.7,85.775,85.805,85.75,,
1/3/2022,85.62,85.775,85.82,85.71,,
12/30/2021,85.62,85.775,85.81,85.71,,
12/29/2021,85.62,85.775,85.81,85.71,,
12/28/2021,85.7,85.795,85.825,85.75,,
12/27/2021,85.7,85.775,85.825,85.75,,
12/24/2021,85.57,85.7,85.7,85.7,,
12/23/2021,85.62,85.72,85.805,85.71,,
12/22/2021,85.7,85.795,85.81,85.71,,
12/21/2021,85.62,85.775,85.81,85.71,,
12/20/2021,85.7,85.795,85.835,85.75,,
12/17/2021,85.37,85.81,85.815,85.78,,
12/16/2021,85.52,85.86,85.885,85.815,,
12/15/2021,85.7,85.775,85.805,85.75,,
12/14/2021,85.56,85.795,85.925,85.68,,
12/13/2021,85.61,85.775,85.925,85.65,,
12/10/2021,85.5,85.725,85.81,85.68,,
12/9/2021,85.66,85.795,85.825,85.73,,
12/8/2021,85.57,85.715,85.925,85.685,,
12/7/2021,85.66,85.795,85.925,85.705,,
12/6/2021,85.61,85.795,85.925,85.705,,
12/3/2021,85.44,85.755,85.905,85.625,,
12/2/2021,85.62,85.775,85.925,85.71,,
12/1/2021,85.61,85.795,85.925,85.705,,
11/30/2021,85.61,85.775,85.925,85.705,,
11/29/2021,85.62,85.795,86.4,85.71,,
11/26/2021,85.64,85.715,86.305,85.715,,
11/25/2021,85.79,85.975,85.975,85.775,,
11/24/2021,85.7,85.925,85.925,85.75,,
11/23/2021,85.6,85.795,85.975,85.7,,
11/22/2021,85.61,85.775,85.925,85.705,,
11/19/2021,86.155,86.14,86.155,86.14,,
11/18/2021,85.57,85.775,85.925,85.685,,
11/17/2021,85.56,85.795,85.83,85.68,,
11/16/2021,85.7,85.775,85.83,85.75,,
11/15/2021,85.79,85.775,85.795,85.775,,
11/12/2021,85.57,85.735,85.985,85.69,,
11/11/2021,85.75,85.825,85.825,85.775,,
11/10/2021,85.66,85.745,85.8,85.705,,
11/9/2021,85.56,85.745,85.825,85.655,,
11/8/2021,85.59,85.725,85.95,85.545,,
11/5/2021,85.39,85.775,85.79,85.73,,
11/4/2021,85.57,85.775,85.81,85.615,,
11/3/2021,85.53,85.925,85.925,85.615,,
11/2/2021,85.6,85.675,85.74,85.585,,
11/1/2021,85.47,85.675,85.735,85.585,,
10/29/2021,85.41,85.66,85.81,85.585,,
10/28/2021,85.56,85.925,85.925,85.58,,
10/27/2021,85.51,85.645,85.925,85.57,,
10/26/2021,85.55,85.625,85.925,85.6,,
10/25/2021,85.48,85.625,85.925,85.565,,
10/22/2021,85.26,85.69,85.77,85.515,,
10/21/2021,85.49,85.645,85.89,85.43,,
10/20/2021,85.26,85.675,85.675,85.665,,
10/19/2021,85.35,85.615,85.72,85.485,,
10/18/2021,85.45,85.645,85.71,85.55,,
10/15/2021,85.07,85.64,85.655,85.585,,
