"Date","Price","Open","High","Low","Vol.","Change %"
"06/30/2021","84.570","84.730","84.870","84.665","0.01K","-0.07%"
"06/29/2021","84.630","84.805","84.860","84.720","0.01K","0.23%"
"06/28/2021","84.440","84.805","84.890","84.620","0.01K","0.29%"
"06/25/2021","84.200","84.725","84.725","84.640","0.00K","-0.37%"
"06/24/2021","84.510","84.805","84.895","84.655","0.01K","0.18%"
"06/23/2021","84.360","84.795","84.875","84.580","0.01K","-0.04%"
"06/22/2021","84.390","84.795","84.860","84.595","0.01K","-0.14%"
"06/21/2021","84.510","84.795","84.845","84.655","0.01K","0.07%"
"06/18/2021","84.450","84.780","84.780","84.780","","-0.20%"
"06/17/2021","84.620","84.805","84.840","84.710","0.01K","-0.01%"
"06/16/2021","84.630","84.795","84.835","84.715","0.01K","0.01%"
"06/15/2021","84.620","84.795","84.835","84.710","0.01K","0.27%"
"06/14/2021","84.390","84.805","85.030","84.570","0.01K","0.06%"
"06/11/2021","84.340","84.710","84.945","84.625","0.00K","-0.54%"
"06/10/2021","84.800","84.795","84.805","84.795","0.01K","0.34%"
"06/09/2021","84.510","84.805","84.855","84.625","0.01K","0.07%"
"06/08/2021","84.450","84.795","84.855","84.540","0.01K","0.20%"
"06/07/2021","84.280","84.795","84.925","84.405","0.01K","0.32%"
"06/04/2021","84.010","84.620","84.640","84.515","0.00K","-0.45%"
"06/03/2021","84.390","84.795","84.860","84.595","0.01K","-0.27%"
"06/02/2021","84.620","84.795","84.835","84.710","0.00K","0.26%"
"06/01/2021","84.400","84.795","84.845","84.600","0.01K","-0.17%"
"05/31/2021","84.540","84.795","84.860","84.670","0.01K","0.31%"
"05/28/2021","84.280","84.775","84.785","84.690","0.00K","-0.40%"
"05/27/2021","84.620","84.795","84.830","84.710","0.01K","0.46%"
"05/26/2021","84.230","84.700","84.895","84.560","0.00K","-0.33%"
"05/25/2021","84.510","84.795","84.865","84.595","0.01K","0.14%"
"05/24/2021","84.390","84.795","85.005","84.535","0.01K","0.14%"
"05/21/2021","84.270","84.810","84.835","84.720","0.01K","-0.41%"
"05/20/2021","84.620","84.795","84.900","84.710","0.01K","0.00%"
"05/19/2021","84.620","84.795","84.840","84.655","0.01K","0.13%"
"05/18/2021","84.510","84.795","84.840","84.655","0.01K","0.00%"
"05/17/2021","84.510","84.795","84.845","84.655","0.01K","0.54%"
"05/14/2021","84.060","84.790","84.790","84.605","0.01K","-0.46%"
"05/13/2021","84.450","84.780","84.785","84.780","0.00K","-0.20%"
"05/12/2021","84.620","84.795","84.835","84.710","0.00K","0.27%"
"05/11/2021","84.390","84.795","84.850","84.595","0.01K","-0.07%"
"05/10/2021","84.450","84.885","84.910","84.800","0.00K","0.20%"
"05/07/2021","84.280","84.745","84.870","84.575","0.00K","-0.40%"
"05/06/2021","84.620","84.795","84.940","84.545","0.01K","0.39%"
"05/05/2021","84.290","84.795","84.940","84.545","0.01K","-0.39%"
"05/04/2021","84.620","84.795","84.835","84.710","0.01K","0.00%"
"05/03/2021","84.620","84.795","84.965","84.540","0.01K","0.40%"
"04/30/2021","84.280","84.745","84.880","84.575","0.00K","-0.40%"
"04/29/2021","84.620","84.795","84.830","84.710","0.01K","0.00%"
"04/28/2021","84.620","84.795","84.835","84.710","0.01K","0.00%"
"04/27/2021","84.620","84.795","84.830","84.710","0.01K","0.00%"
"04/26/2021","84.620","84.795","84.835","84.710","0.01K","0.53%"
"04/23/2021","84.170","84.700","84.800","84.530","0.00K","-0.40%"
"04/22/2021","84.510","84.795","84.840","84.655","0.01K","0.14%"
"04/21/2021","84.390","84.795","84.850","84.595","0.01K","-0.14%"
"04/20/2021","84.510","84.795","84.840","84.655","0.01K","0.00%"
"04/19/2021","84.510","84.795","84.840","84.655","0.01K","0.27%"
"04/16/2021","84.280","84.745","84.875","84.575","0.00K","-0.40%"
"04/15/2021","84.620","84.795","84.830","84.710","0.01K","0.00%"
"04/13/2021","84.620","84.795","84.835","84.710","0.01K","0.32%"
"04/12/2021","84.350","84.795","85.000","84.480","0.01K","0.23%"
"04/09/2021","84.160","84.755","84.755","84.675","0.00K","-0.32%"
"04/08/2021","84.430","84.795","84.850","84.615","0.01K","-0.22%"
"04/07/2021","84.620","84.800","84.835","84.710","0.00K","0.00%"
"04/06/2021","84.620","84.795","84.830","84.710","0.01K","0.27%"
"04/05/2021","84.390","84.795","84.915","84.500","0.01K","0.23%"
"04/02/2021","84.200","84.710","84.745","84.585","0.00K","-0.40%"
"04/01/2021","84.540","84.795","84.920","84.585","0.01K","0.20%"
"03/31/2021","84.370","84.795","84.920","84.585","0.01K","-0.09%"
"03/30/2021","84.450","84.775","84.790","84.775","0.00K","-0.20%"
"03/29/2021","84.620","84.795","84.830","84.710","0.00K","0.70%"
"03/26/2021","84.030","84.655","84.675","84.530","0.00K","-0.50%"
"03/25/2021","84.450","84.795","84.840","84.625","0.01K","-0.13%"
"03/24/2021","84.560","84.795","84.840","84.680","0.01K","0.23%"
"03/23/2021","84.370","84.805","84.905","84.585","0.02K","-0.02%"
"03/22/2021","84.390","84.795","84.860","84.595","0.01K","0.30%"
"03/19/2021","84.140","84.675","84.820","84.520","0.01K","-0.05%"
"03/18/2021","84.180","84.795","84.950","84.490","0.01K","-0.72%"
"03/16/2021","84.790","84.795","84.795","84.795","","0.40%"
"03/15/2021","84.450","84.795","84.845","84.625","0.01K","-0.18%"
"03/12/2021","84.600","84.715","84.885","84.430","0.01K","0.07%"
"03/11/2021","84.540","84.805","84.845","84.670","0.01K","0.00%"
"03/10/2021","84.540","84.805","84.860","84.670","0.01K","-0.06%"
"03/09/2021","84.590","84.795","84.865","84.695","0.01K","0.00%"
"03/08/2021","84.590","84.805","84.975","84.695","0.01K","-0.04%"
"03/05/2021","84.620","84.665","84.885","84.665","0.00K","-0.20%"
"03/04/2021","84.790","84.805","84.805","84.795","0.01K","0.40%"
"03/03/2021","84.450","84.805","84.850","84.625","0.01K","0.00%"
"03/02/2021","84.450","84.805","84.895","84.625","0.01K","0.46%"
"03/01/2021","84.060","84.805","84.975","84.430","0.01K","-0.66%"
"02/26/2021","84.620","84.885","84.885","84.885","","-0.20%"
"02/25/2021","84.790","84.795","84.805","84.795","0.00K","0.20%"
"02/24/2021","84.620","84.805","84.830","84.710","0.01K","0.30%"
"02/23/2021","84.370","84.805","84.870","84.485","0.01K","0.24%"
"02/22/2021","84.170","84.795","84.910","84.485","0.01K","-0.12%"
"02/19/2021","84.270","84.665","84.730","84.580","0.00K","-0.20%"
"02/18/2021","84.440","84.795","84.840","84.620","0.01K","-0.14%"
"02/17/2021","84.560","84.795","84.840","84.680","0.01K","0.54%"
"02/16/2021","84.110","84.805","84.865","84.455","0.01K","-0.61%"
"02/15/2021","84.630","84.795","84.905","84.510","0.01K","0.49%"
"02/12/2021","84.220","84.685","84.700","84.600","0.00K","-0.38%"
"02/11/2021","84.540","84.795","84.875","84.585","0.01K","-0.29%"
"02/10/2021","84.790","84.805","84.805","84.795","0.01K","0.50%"
"02/09/2021","84.370","84.805","84.875","84.585","0.01K","-0.08%"
"02/08/2021","84.440","84.795","84.970","84.415","0.01K","0.49%"
"02/05/2021","84.030","84.725","84.840","84.470","0.01K","-0.60%"
"02/04/2021","84.540","84.805","84.855","84.670","0.01K","0.31%"
"02/03/2021","84.280","84.805","84.915","84.540","0.01K","-0.20%"
"02/02/2021","84.450","84.805","85.055","84.585","0.01K","-0.40%"
"02/01/2021","84.790","84.805","84.805","84.795","0.01K","0.50%"
"01/29/2021","84.370","84.830","84.840","84.830","0.00K","-0.20%"
"01/28/2021","84.540","84.805","84.855","84.670","0.01K","-0.05%"
"01/27/2021","84.580","84.805","84.835","84.690","0.01K","0.53%"
"01/26/2021","84.130","84.805","84.855","84.465","0.01K","-0.19%"
"01/25/2021","84.290","84.805","84.885","84.545","0.01K","0.17%"
"01/22/2021","84.150","84.695","84.900","84.625","0.01K","-0.75%"
"01/21/2021","84.790","84.805","84.805","84.795","0.01K","0.59%"
"01/20/2021","84.290","84.795","84.950","84.545","0.01K","0.01%"
"01/19/2021","84.280","84.805","84.955","84.540","0.01K","-0.61%"
"01/18/2021","84.800","84.795","84.805","84.795","0.01K","0.62%"
"01/14/2021","84.280","84.805","84.965","84.540","0.01K","0.15%"
"01/13/2021","84.150","84.795","84.990","84.475","0.02K","-0.17%"
"01/12/2021","84.290","84.795","84.940","84.545","0.01K","0.01%"
"01/11/2021","84.280","84.795","84.955","84.455","0.01K","-0.06%"
"01/08/2021","84.330","84.765","84.765","84.765","","0.00%"
"01/07/2021","84.330","84.805","84.990","84.540","0.02K","-0.54%"
"01/06/2021","84.790","84.795","84.805","84.795","0.00K","0.59%"
"01/05/2021","84.290","84.805","84.935","84.525","0.01K","0.05%"
"01/04/2021","84.250","84.805","84.935","84.480","0.01K","-0.96%"
"01/01/2021","85.069","85.069","85.069","85.069","","0.95%"
"12/31/2020","84.270","84.575","84.620","84.470","0.01K","-0.21%"
"12/30/2020","84.450","84.805","84.885","84.625","0.01K","-0.01%"
"12/29/2020","84.460","84.795","84.885","84.630","0.01K","-0.04%"
"12/28/2020","84.490","84.805","84.950","84.625","0.01K","-0.02%"
"12/24/2020","84.510","84.805","84.955","84.655","0.01K","0.07%"
"12/23/2020","84.450","84.795","84.950","84.585","0.01K","0.09%"
"12/22/2020","84.370","84.795","84.940","84.585","0.01K","0.06%"
"12/21/2020","84.320","84.795","84.955","84.540","0.01K","0.17%"
"12/18/2020","84.180","84.835","84.865","84.610","0.00K","-0.53%"
"12/17/2020","84.630","84.805","84.920","84.715","0.01K","0.24%"
"12/16/2020","84.430","84.815","84.825","84.760","0.00K","-0.13%"
"12/15/2020","84.540","84.795","84.935","84.595","0.01K","0.18%"
"12/14/2020","84.390","84.795","84.925","84.540","0.01K","-0.13%"
"12/11/2020","84.500","84.715","84.765","84.550","0.01K","0.06%"
"12/10/2020","84.450","84.790","84.925","84.600","0.01K","-0.01%"
"12/09/2020","84.460","84.795","84.915","84.600","0.01K","0.07%"
"12/08/2020","84.400","84.795","84.920","84.600","0.01K","-0.06%"
"12/07/2020","84.450","84.805","85.045","84.490","0.01K","0.32%"
"12/04/2020","84.180","84.790","84.900","84.650","0.01K","-0.25%"
"12/03/2020","84.390","84.805","84.995","84.485","0.01K","0.04%"
"12/02/2020","84.360","84.805","84.985","84.540","0.01K","0.00%"
"12/01/2020","84.360","84.805","84.975","84.580","0.02K","-0.12%"
"11/30/2020","84.460","84.795","84.980","84.630","0.01K","0.01%"
"11/27/2020","84.450","84.725","84.735","84.640","0.00K","-0.40%"
"11/26/2020","84.790","84.795","84.805","84.795","0.01K","0.39%"
"11/25/2020","84.460","84.805","84.835","84.630","0.01K","0.01%"
"11/24/2020","84.450","84.805","84.840","84.625","0.01K","0.05%"
"11/23/2020","84.410","84.795","85.015","84.350","0.01K","-0.18%"
"11/20/2020","84.565","84.695","84.730","84.530","0.00K","0.28%"
"11/19/2020","84.330","84.805","85.005","84.460","0.01K","0.05%"
"11/18/2020","84.290","84.795","85.005","84.435","0.01K","0.11%"
"11/17/2020","84.200","84.805","84.950","84.500","0.01K","-0.30%"
"11/16/2020","84.450","84.795","85.060","84.605","0.01K","0.05%"
"11/13/2020","84.410","84.915","84.915","84.865","0.00K","0.05%"
"11/12/2020","84.370","84.795","85.050","84.575","0.01K","-0.04%"
"11/11/2020","84.400","84.795","85.000","84.505","0.01K","0.01%"
"11/10/2020","84.390","84.795","84.950","84.540","0.01K","-0.05%"
"11/09/2020","84.430","84.805","84.935","84.600","0.01K","0.07%"
"11/06/2020","84.370","84.795","84.805","84.720","0.00K","-0.07%"
"11/05/2020","84.430","84.800","84.930","84.615","0.01K","0.25%"
"11/04/2020","84.220","84.795","84.965","84.485","0.01K","-0.67%"
"11/03/2020","84.790","84.805","84.805","84.795","0.01K","0.74%"
"11/02/2020","84.170","84.795","85.020","84.485","0.01K","-0.14%"
"10/30/2020","84.290","84.875","84.895","84.745","0.00K","-0.33%"
"10/29/2020","84.570","84.795","84.990","84.685","0.01K","0.50%"
"10/28/2020","84.150","84.795","84.990","84.460","0.01K","-0.37%"
"10/27/2020","84.460","84.795","84.855","84.630","0.01K","-0.20%"
"10/26/2020","84.630","84.725","84.745","84.725","0.00K","0.00%"
"10/23/2020","84.630","84.830","84.860","84.830","0.00K","0.00%"
"10/22/2020","84.630","84.795","84.905","84.715","0.02K","0.00%"
"10/21/2020","84.630","84.805","85.015","84.715","0.02K","0.00%"
"10/20/2020","84.630","84.805","85.015","84.715","0.02K","0.00%"
"10/19/2020","84.630","84.795","84.955","84.715","0.01K","0.00%"
"10/16/2020","84.630","84.810","84.830","84.810","0.00K","0.00%"
"10/15/2020","84.630","84.805","84.885","84.715","0.01K","0.00%"
"10/14/2020","84.630","84.795","84.895","84.715","0.01K","0.00%"
"10/13/2020","84.630","84.795","84.915","84.715","0.02K","-0.19%"
"10/12/2020","84.790","84.795","84.795","84.795","","0.19%"
"10/09/2020","84.630","84.750","84.790","84.750","0.01K","0.00%"
"10/08/2020","84.630","84.795","84.875","84.715","0.01K","0.00%"
"10/07/2020","84.630","84.795","84.895","84.715","0.01K","0.00%"
"10/06/2020","84.630","84.800","84.890","84.715","0.01K","0.00%"
"10/05/2020","84.630","84.795","84.870","84.715","0.01K","0.00%"
"10/02/2020","84.630","84.780","84.830","84.780","0.01K","0.00%"
"10/01/2020","84.630","84.795","84.860","84.715","0.01K","-0.19%"
"09/30/2020","84.790","84.805","84.810","84.795","0.01K","0.19%"
"09/29/2020","84.630","84.795","85.015","84.715","0.01K","0.00%"
"09/28/2020","84.630","84.795","85.015","84.715","0.08K","0.00%"
"09/25/2020","84.630","84.770","84.810","84.770","0.01K","0.00%"
"09/24/2020","84.630","84.795","84.845","84.715","0.01K","0.00%"
"09/23/2020","84.630","84.805","84.895","84.715","0.01K","0.00%"
"09/22/2020","84.630","84.795","84.865","84.715","0.01K","0.00%"
"09/21/2020","84.630","84.805","84.865","84.715","0.01K","0.00%"
"09/18/2020","84.630","84.790","84.790","84.750","0.01K","-0.20%"
"09/17/2020","84.800","84.805","84.805","84.795","0.00K","0.20%"
"09/16/2020","84.630","84.795","84.875","84.715","0.01K","0.00%"
"09/15/2020","84.630","84.795","84.955","84.715","0.01K","0.00%"
"09/14/2020","84.630","84.750","84.945","84.715","0.01K","0.00%"
"09/11/2020","84.630","84.810","84.880","84.810","0.01K","0.00%"
"09/10/2020","84.630","84.795","84.895","84.715","0.01K","0.00%"
"09/09/2020","84.630","84.810","84.905","84.715","0.02K","0.00%"
"09/08/2020","84.630","84.795","84.985","84.715","0.01K","-0.20%"
"09/07/2020","84.800","84.795","84.805","84.795","0.01K","0.20%"
"09/04/2020","84.630","84.860","84.900","84.750","0.01K","0.00%"
"09/03/2020","84.630","84.810","84.935","84.715","0.02K","0.00%"
"09/02/2020","84.630","84.795","84.875","84.715","0.01K","0.00%"
"09/01/2020","84.630","84.795","84.895","84.715","0.01K","0.00%"
"08/31/2020","84.630","84.795","84.965","84.715","0.02K","0.00%"
"08/28/2020","84.630","84.820","84.880","84.820","0.01K","0.00%"
"08/27/2020","84.630","84.795","84.900","84.715","0.01K","0.00%"
"08/26/2020","84.630","84.795","84.890","84.715","0.01K","0.00%"
"08/25/2020","84.630","84.790","84.965","84.715","0.01K","0.00%"
"08/24/2020","84.630","84.795","84.960","84.715","0.01K","0.00%"
"08/21/2020","84.630","84.770","84.810","84.770","0.01K","0.00%"
"08/20/2020","84.630","84.760","84.855","84.715","0.02K","0.00%"
"08/19/2020","84.630","84.795","84.860","84.715","0.01K","0.00%"
"08/18/2020","84.630","84.795","84.910","84.715","0.01K","0.00%"
"08/17/2020","84.630","84.900","84.940","84.715","0.01K","0.00%"
"08/13/2020","84.630","84.875","84.985","84.790","0.01K","0.00%"
"08/12/2020","84.630","84.875","84.905","84.790","0.01K","0.00%"
"08/11/2020","84.630","84.830","84.930","84.830","0.01K","0.00%"
"08/10/2020","84.630","84.835","84.915","84.755","0.01K","0.00%"
"08/07/2020","84.630","84.790","84.820","84.790","0.00K","0.00%"
"08/06/2020","84.630","84.795","84.885","84.715","0.01K","0.00%"
"08/05/2020","84.630","84.795","84.870","84.715","0.01K","0.00%"
"08/04/2020","84.630","84.795","84.830","84.715","0.01K","0.00%"
"08/03/2020","84.630","84.795","84.870","84.715","0.01K","0.00%"
"07/31/2020","84.630","84.780","84.820","84.780","0.01K","0.00%"
"07/30/2020","84.630","84.795","84.860","84.715","0.01K","0.00%"
"07/29/2020","84.630","84.790","84.880","84.715","0.01K","0.00%"
"07/28/2020","84.630","84.795","84.870","84.715","0.01K","0.00%"
"07/27/2020","84.630","84.795","84.840","84.715","0.01K","0.00%"
"07/24/2020","84.630","84.800","84.850","84.800","0.01K","0.00%"
"07/23/2020","84.630","84.760","84.880","84.715","0.01K","0.00%"
"07/22/2020","84.630","84.795","84.840","84.715","0.01K","0.00%"
"07/21/2020","84.630","84.795","84.850","84.715","0.01K","0.00%"
"07/20/2020","84.630","84.795","84.880","84.715","0.01K","0.00%"
"07/17/2020","84.630","84.780","84.780","84.780","","0.00%"
"07/16/2020","84.630","84.795","84.850","84.715","0.01K","0.00%"
"07/15/2020","84.630","84.795","84.840","84.715","0.01K","0.00%"
"07/14/2020","84.630","84.795","84.860","84.715","0.01K","0.00%"
"07/13/2020","84.630","84.795","84.840","84.715","0.01K","-0.12%"
"07/10/2020","84.730","84.920","84.950","84.920","0.00K","0.00%"
"07/09/2020","84.730","84.805","84.945","84.765","0.01K","0.00%"
"07/08/2020","84.730","84.795","84.905","84.765","0.01K","-0.07%"
"07/07/2020","84.790","84.900","84.965","84.765","0.01K","0.07%"
"07/06/2020","84.730","84.795","84.950","84.765","0.01K","-0.13%"
"07/02/2020","84.840","84.845","84.925","84.845","0.00K","0.13%"
"06/30/2020","84.730","84.845","84.980","84.790","0.01K","0.00%"
"06/29/2020","84.730","84.845","84.965","84.790","0.01K","0.00%"
"06/26/2020","84.730","84.890","84.910","84.890","0.00K","0.00%"
"06/25/2020","84.730","84.825","84.925","84.790","0.01K","0.00%"
"06/24/2020","84.730","84.825","84.970","84.790","0.01K","0.00%"
"06/23/2020","84.730","84.875","85.040","84.790","0.02K","0.00%"
"06/22/2020","84.730","84.925","85.065","84.815","0.02K","0.00%"
"06/19/2020","84.730","84.900","84.940","84.900","0.01K","0.00%"
"06/18/2020","84.730","84.945","85.045","84.815","0.01K","0.00%"
"06/17/2020","84.730","84.945","85.045","84.840","0.02K","0.00%"
"06/16/2020","84.730","84.945","85.025","84.840","0.01K","0.00%"
"06/15/2020","84.730","84.945","85.045","84.840","0.02K","-0.25%"
"06/11/2020","84.940","84.945","85.025","84.840","0.01K","0.25%"
"06/10/2020","84.730","84.945","84.995","84.840","0.01K","0.00%"
"06/09/2020","84.730","84.945","85.055","84.840","0.02K","0.00%"
"06/08/2020","84.730","84.945","85.115","84.840","0.02K","0.00%"
"06/05/2020","84.730","84.960","85.070","84.910","0.01K","0.00%"
"06/04/2020","84.730","84.920","85.055","84.840","0.02K","0.00%"
"06/03/2020","84.730","84.945","85.025","84.840","0.02K","-0.06%"
"06/02/2020","84.780","84.945","84.985","84.865","0.01K","0.06%"
"06/01/2020","84.730","84.945","84.995","84.840","0.01K","0.00%"
"05/29/2020","84.730","84.860","84.970","84.860","0.01K","0.00%"
"05/28/2020","84.730","84.945","85.025","84.840","0.01K","-0.06%"
"05/27/2020","84.780","84.945","85.355","84.840","0.02K","0.06%"
"05/26/2020","84.730","85.170","85.290","85.170","0.02K","0.00%"
"05/22/2020","84.730","85.060","85.170","85.060","0.01K","0.00%"
"05/21/2020","84.730","84.960","85.060","84.960","0.01K","0.00%"
"05/20/2020","84.730","84.945","85.055","84.840","0.02K","0.00%"
"05/19/2020","84.730","84.945","85.125","84.840","0.01K","-0.25%"
"05/18/2020","84.940","84.945","84.945","84.945","","0.25%"
"05/15/2020","84.730","84.950","85.020","84.870","0.01K","0.00%"
"05/14/2020","84.730","84.945","85.045","84.840","0.02K","0.00%"
"05/13/2020","84.730","84.945","85.015","84.840","0.02K","0.00%"
"05/12/2020","84.730","84.945","85.445","84.840","0.02K","0.00%"
"05/11/2020","84.730","84.945","85.095","84.840","0.02K","-0.04%"
"05/08/2020","84.760","84.980","85.045","84.980","0.01K","0.00%"
"05/07/2020","84.760","85.040","85.155","84.840","0.02K","0.04%"
"05/06/2020","84.730","84.960","85.030","84.960","0.01K","0.00%"
"05/05/2020","84.730","84.945","85.055","84.495","0.02K","0.00%"
"05/04/2020","84.730","84.945","85.065","84.840","0.02K","-0.06%"
"05/01/2020","84.780","84.985","85.035","84.985","0.01K","0.00%"
"04/30/2020","84.780","84.945","85.095","84.840","0.02K","0.06%"
"04/29/2020","84.730","84.870","85.115","84.840","0.03K","0.00%"
"04/28/2020","84.730","84.945","84.975","84.840","0.01K","0.00%"
"04/27/2020","84.730","84.945","85.015","84.840","0.01K","-0.04%"
"04/24/2020","84.760","84.985","85.015","84.965","0.01K","0.00%"
"04/23/2020","84.760","84.945","85.065","84.855","0.02K","0.04%"
"04/22/2020","84.730","84.945","85.055","84.840","0.01K","0.00%"
"04/21/2020","84.730","84.945","85.025","84.840","0.01K","0.00%"
"04/20/2020","84.730","84.945","85.035","84.810","0.01K","0.00%"
"04/17/2020","84.730","84.900","84.970","84.870","0.01K","0.00%"
"04/16/2020","84.730","84.920","85.035","84.810","0.01K","0.00%"
"04/15/2020","84.730","84.945","85.035","84.800","0.01K","0.09%"
"04/14/2020","84.650","84.960","85.030","84.890","0.01K","0.00%"
"04/13/2020","84.650","84.945","85.095","84.800","0.01K","0.00%"
"04/09/2020","84.650","84.945","84.965","84.800","0.01K","0.00%"
"04/08/2020","84.650","84.945","85.035","84.800","0.01K","0.00%"
"04/07/2020","84.650","84.945","85.035","84.800","0.01K","0.00%"
"04/06/2020","84.650","84.945","85.035","84.800","0.01K","-0.02%"
"04/03/2020","84.670","84.900","84.920","84.870","0.01K","0.00%"
"04/02/2020","84.670","84.945","85.035","84.810","0.01K","0.00%"
"04/01/2020","84.670","84.945","85.035","84.810","0.01K","0.00%"
"03/31/2020","84.670","84.860","84.995","84.810","0.01K","0.00%"
"03/30/2020","84.670","84.945","84.985","84.810","0.01K","0.00%"
"03/27/2020","84.670","84.830","84.900","84.830","0.01K","0.00%"
"03/26/2020","84.670","84.850","84.920","84.820","0.01K","0.00%"
"03/25/2020","84.670","84.945","85.015","84.800","0.01K","0.02%"
"03/24/2020","84.650","84.945","84.975","84.800","0.01K","0.00%"
"03/23/2020","84.650","84.945","85.105","84.800","0.02K","0.00%"
"03/20/2020","84.650","84.840","84.850","84.840","0.00K","0.00%"
"03/19/2020","84.650","84.820","84.975","84.800","0.01K","-0.05%"
"03/18/2020","84.690","84.945","85.105","84.800","0.01K","0.05%"
